N. POZZO;DATA;LIVELLO STATICO - m s.l.m.;LIVELLO DA PR - m;NOTE LIVELLO;data epoch
514;31/07/2013;39.89;-1.44;-;5325
514;04/11/2013;39.33;-2;-;5421
514;05/02/2014;40.63;-0.7;-;5514
514;06/05/2014;40.31;-1.02;-;5604
514;14/07/2014;39.68;-1.65;-;5673
514;03/11/2014;39.28;-2.05;-;5785
514;02/02/2015;39.17;-2.16;-;5876
514;04/05/2015;38.28;-3.05;-;5967
514;22/07/2015;38.02;-3.31;-;6046
514;05/11/2015;38.35;-2.98;-;6152
514;03/02/2016;37.48;-3.85;-;6242
514;14/04/2016;37.73;-3.6;-;6313
514;22/07/2016;38.23;-3.1;-;6412
514;08/11/2016;38.54;-2.79;-;6521
514;30/01/2017;37.95;-3.38;-;6604
514;10/05/2017;36.82;-4.51;-;6704
514;11/07/2017;36.93;-4.4;-;6766
514;23/10/2017;37.69;-3.64;-;6870
514;25/01/2018;37.1;-4.23;-;6964
514;10/04/2018;37.08;-4.25;-;7039
514;12/07/2018;37.59;-3.74;-;7132
514;08/11/2018;38.36;-2.97;-;7251
514;24/01/2019;38.04;-3.29;-;7328
514;23/04/2019;37.18;-4.15;-;7417
514;16/07/2019;38.69;-2.64;-;7501
514;25/10/2019;39;-2.33;-;7602
514;30/01/2020;38.76;-2.57;-;7699
514;08/04/2020;38.12;-3.21;-;7768
514;08/07/2020;38.13;-3.2;-;7859
514;29/10/2020;38.61;-2.72;-;7972
514;20/01/2021;38.64;-2.69;-;8055
514;09/04/2021;38.46;-2.87;-;8134
514;12/07/2021;38.63;-2.7;-;8228
514;19/10/2021;38.69;-2.64;-;8327
515;17/07/2001;37.53;-8.42;-;928
515;14/11/2001;37.54;-8.41;-;1048
515;05/02/2002;;;N.R.;1131
515;24/04/2002;;;mancanza d'acqua;1209
515;21/08/2002;;;mancanza d'acqua;1328
515;22/11/2002;;;N.R.;1421
515;04/02/2003;37.77;-8.18;-;1495
515;09/05/2003;;;mancanza d'acqua;1589
515;08/08/2003;;;mancanza d'acqua;1680
515;04/11/2003;;;mancanza d'acqua;1768
515;03/02/2004;;;mancanza d'acqua;1859
515;06/05/2004;;;mancanza d'acqua;1952
515;03/08/2004;37.38;-8.57;-;2041
515;10/11/2004;38.1;-7.85;-;2140
515;31/01/2005;;;N.R.;2222
515;28/04/2005;;;mancanza d'acqua;2309
515;26/07/2005;;;mancanza d'acqua;2398
515;11/11/2005;38.33;-7.62;-;2506
515;06/02/2006;;;N.R.;2593
515;31/05/2006;;;mancanza d'acqua;2707
515;25/07/2006;;;mancanza d'acqua;2762
515;07/11/2006;;;mancanza d'acqua;2867
515;09/02/2007;;;mancanza d'acqua;2961
515;24/04/2007;;;mancanza d'acqua;3035
515;02/08/2007;;;mancanza d'acqua;3135
515;12/11/2007;;;mancanza d'acqua;3237
515;06/02/2008;;;mancanza d'acqua;3323
515;28/04/2008;;;mancanza d'acqua;3405
515;18/07/2008;;;mancanza d'acqua;3486
515;05/11/2008;37.45;-8.5;-;3596
515;09/02/2009;38.93;-7.02;-;3692
515;21/05/2009;38.45;-7.5;-;3793
515;21/07/2009;37.95;-8;-;3854
515;09/11/2009;38.45;-7.5;-;3965
515;05/02/2010;38.29;-7.66;-;4053
515;21/04/2010;37.94;-8.01;-;4128
515;27/07/2010;38.08;-7.87;-;4225
515;08/11/2010;39.3;-6.65;-;4329
515;01/02/2011;39.63;-6.32;-;4414
515;21/04/2011;38.41;-7.54;-;4493
515;11/07/2011;38.01;-7.94;-;4574
515;31/10/2011;37.95;-8;-;4686
515;24/02/2012;;;mancanza d'acqua;4802
515;16/04/2012;;;mancanza d'acqua;4854
515;09/07/2012;;;mancanza d'acqua;4938
515;02/11/2012;;;mancanza d'acqua;5054
515;31/01/2013;38.23;-7.72;-;5144
515;15/04/2013;38.42;-7.53;-;5218
515;30/07/2013;38.5;-7.45;-;5324
515;24/10/2013;38.25;-7.7;-;5410
515;05/02/2014;39.16;-6.79;-;5514
515;29/04/2014;39.35;-6.6;-;5597
515;15/07/2014;38.35;-7.6;-;5674
515;28/10/2014;38.07;-7.88;-;5779
515;12/02/2015;37.95;-8;-;5886
515;27/04/2015;;;mancanza d'acqua;5960
515;02/02/2016;;;mancanza d'acqua;6241
515;03/05/2016;;;mancanza d'acqua;6332
515;08/07/2016;;;mancanza d'acqua;6398
515;14/11/2016;;;mancanza d'acqua;6527
515;30/01/2017;;;mancanza d'acqua;6604
515;19/04/2017;;;mancanza d'acqua;6683
515;07/07/2017;;;mancanza d'acqua;6762
515;09/11/2017;;;mancanza d'acqua;6887
515;30/01/2019;;;mancanza d'acqua;7334
515;23/04/2019;;;mancanza d'acqua;7417
515;15/07/2019;37.42;-8.53;-;7500
515;29/10/2019;37.34;-8.61;-;7606
515;29/01/2020;37.26;-8.69;-;7698
515;22/04/2020;;;mancanza d'acqua;7782
515;08/07/2020;;;mancanza d'acqua;7859
515;03/11/2020;37.19;-8.76;-;7977
515;27/01/2021;37.39;-8.56;-;8062
515;06/04/2021;;;mancanza d'acqua;8131
515;07/07/2021;;;mancanza d'acqua;8223
515;26/10/2021;;;mancanza d'acqua;8334
518;20/11/2001;37.72;-2.82;-;1054
518;15/02/2002;36.31;-4.23;-;1141
518;10/05/2002;35.82;-4.72;-;1225
518;09/08/2002;37.54;-3;-;1316
518;22/11/2002;38.02;-2.52;-;1421
518;13/02/2003;37.89;-2.65;-;1504
518;09/05/2003;36.73;-3.81;-;1589
518;20/08/2003;35.78;-4.76;-;1692
518;17/11/2003;36.3;-4.24;-;1781
518;06/02/2004;36.44;-4.1;-;1862
518;07/05/2004;37.35;-3.19;-;1953
518;13/08/2004;37.53;-3.01;-;2051
518;19/11/2004;38.13;-2.41;-;2149
518;31/01/2005;;;N.R.;2222
518;04/05/2005;36.29;-4.25;-;2315
518;02/08/2005;35.58;-4.96;-;2405
518;16/11/2005;38.4;-2.14;-;2511
518;06/02/2006;;;N.R.;2593
518;31/05/2006;36.44;-4.1;-;2707
518;28/07/2006;35.62;-4.92;-;2765
518;10/11/2006;37.24;-3.3;-;2870
518;09/02/2007;36.18;-4.36;-;2961
518;26/04/2007;35.54;-5;-;3037
518;24/07/2007;35.06;-5.48;-;3126
518;14/11/2007;37.05;-3.49;-;3239
518;06/02/2008;36.26;-4.28;-;3323
518;28/04/2008;35.88;-4.66;-;3405
518;18/07/2008;36.07;-4.47;-;3486
518;07/11/2008;37.64;-2.9;-;3598
518;17/02/2009;38.92;-1.62;-;3700
518;21/05/2009;38.49;-2.05;-;3793
518;21/07/2009;37.5;-3.04;-;3854
518;11/11/2009;38.48;-2.06;-;3967
518;10/02/2010;38.41;-2.13;-;4058
518;14/05/2010;38.06;-2.48;-;4151
518;30/07/2010;38.26;-2.28;-;4228
518;30/11/2010;39.81;-0.73;-;4351
518;02/02/2011;39.96;-0.58;-;4415
518;03/05/2011;38.45;-2.09;-;4505
518;13/07/2011;37.84;-2.7;-;4576
518;03/11/2011;37.98;-2.56;-;4689
518;29/02/2012;36.77;-3.77;-;4807
518;24/04/2012;36;-4.54;-;4862
518;19/07/2012;35.47;-5.07;-;4948
518;02/11/2012;37.09;-3.45;-;5054
518;01/02/2013;38.34;-2.2;-;5145
518;03/05/2013;38.54;-2;-;5236
518;31/07/2013;38.34;-2.2;-;5325
518;04/11/2013;38.26;-2.28;-;5421
518;05/02/2014;39.49;-1.05;-;5514
518;06/05/2014;39.45;-1.09;-;5604
518;14/07/2014;38.45;-2.09;-;5673
518;03/11/2014;38.2;-2.34;-;5785
518;02/02/2015;38.08;-2.46;-;5876
518;04/05/2015;37;-3.54;-;5967
518;22/07/2015;35.92;-4.62;-;6046
518;05/11/2015;37.09;-3.45;-;6152
518;03/02/2016;36.15;-4.39;-;6242
518;14/04/2016;36.44;-4.1;-;6313
518;22/07/2016;36.51;-4.03;-;6412
518;08/11/2016;37.32;-3.22;-;6521
518;30/01/2017;36.68;-3.86;-;6604
518;10/05/2017;35.46;-5.08;-;6704
518;11/07/2017;35.24;-5.3;-;6766
518;23/10/2017;36.39;-4.15;-;6870
518;25/01/2018;35.75;-4.79;-;6964
518;10/04/2018;35.7;-4.84;-;7039
518;12/07/2018;35.74;-4.8;-;7132
518;08/11/2018;37.14;-3.4;-;7251
518;24/01/2019;36.81;-3.73;-;7328
518;23/04/2019;35.8;-4.74;-;7417
518;16/07/2019;36.62;-3.92;-;7501
518;25/10/2019;37.87;-2.67;-;7602
518;30/01/2020;37.5;-3.04;-;7699
518;08/04/2020;36.82;-3.72;-;7768
518;08/07/2020;36.34;-4.2;-;7859
518;29/10/2020;37.38;-3.16;-;7972
518;20/01/2021;37.37;-3.17;-;8055
518;09/04/2021;37.23;-3.31;-;8134
518;12/07/2021;37.03;-3.51;-;8228
518;19/10/2021;37.49;-3.05;-;8327
975;04/02/2010;;-1.5;-;4052
975;20/04/2010;;-1.39;-;4127
975;19/07/2010;;-1.75;-;4217
975;25/01/2011;;-1.19;-;4407
975;18/04/2011;;-1.39;-;4490
975;12/07/2011;;-1.96;-;4575
975;15/11/2011;;-2.2;-;4701
975;21/02/2012;;-2.31;-;4799
975;02/05/2012;;-2.26;-;4870
975;19/06/2012;;-2.2;-;4918
975;13/07/2012;;-2.58;-;4942
975;27/08/2012;;-3.06;-;4987
975;15/10/2012;;-2.7;-;5036
975;31/10/2012;;-2.18;-;5052
975;10/12/2012;;-1.3;-;5092
975;29/01/2013;;-0.98;-;5142
975;18/02/2013;;-0.92;-;5162
975;15/04/2013;;-0.99;-;5218
975;19/06/2013;;-1.81;-;5283
975;23/07/2013;;-1.69;-;5317
975;26/08/2013;;-1.2;-;5351
975;22/10/2013;;-1.5;-;5408
975;05/02/2014;;-0.47;-;5514
975;22/04/2014;;-1.53;-;5590
975;22/07/2014;;-1.5;-;5681
975;21/10/2014;;;N.R.;5772
975;12/02/2015;;-1.07;-;5886
975;20/04/2015;;-1.37;-;5953
975;24/07/2015;;-2.08;-;6048
975;05/11/2015;;-2.38;-;6152
975;01/02/2016;;-2.47;-;6240
975;18/04/2016;;-1.6;-;6317
975;15/07/2016;;-1.65;-;6405
975;08/11/2016;;-1.79;-;6521
975;31/01/2017;;-2.01;-;6605
975;02/05/2017;;-1.78;-;6696
975;21/07/2017;;-2.54;-;6776
975;31/10/2017;;-2.71;-;6878
975;26/01/2018;;-1.8;-;6965
975;09/04/2018;;-1.31;-;7038
975;16/07/2018;;-1.98;-;7136
975;05/11/2018;;-1.3;-;7248
975;23/01/2019;;-1.74;-;7327
975;09/04/2019;;-1.68;-;7403
975;16/07/2019;;-1.59;-;7501
975;28/10/2019;;-2.35;-;7605
975;30/01/2020;;-1.4;-;7699
975;09/04/2020;;-1.64;-;7769
975;16/07/2020;;-2.14;-;7867
975;02/11/2020;;-2.22;-;7976
975;22/01/2021;;-1.37;-;8057
975;12/04/2021;;-1.51;-;8137
975;12/07/2021;;-1.81;-;8228
975;25/10/2021;;-2.66;-;8333
976;01/02/2010;;-1.7;-;4049
976;20/04/2010;;-1.69;-;4127
976;20/07/2010;;-1.87;-;4218
976;25/01/2011;;-1.73;-;4407
976;19/04/2011;;-1.84;-;4491
976;12/07/2011;;-1.93;-;4575
976;13/11/2011;;-1.85;-;4699
976;21/02/2012;;-1.85;-;4799
976;30/04/2012;;-1.8;-;4868
976;19/06/2012;;-1.91;-;4918
976;16/07/2012;;-2.03;-;4945
976;27/08/2012;;-2.22;-;4987
976;15/10/2012;;-1.93;-;5036
976;02/11/2012;;-1.49;-;5054
976;10/12/2012;;-1.7;-;5092
976;29/01/2013;;-1.63;-;5142
976;18/02/2013;;-1.58;-;5162
976;15/04/2013;;-1.61;-;5218
976;19/06/2013;;-1.81;-;5283
976;23/07/2013;;-1.87;-;5317
976;26/08/2013;;-1.85;-;5351
976;22/10/2013;;-1.81;-;5408
976;31/01/2014;;-1.02;-;5509
976;17/04/2014;;-1.84;-;5585
976;23/07/2014;;-1.85;-;5682
976;11/11/2014;;-1.7;-;5793
976;02/02/2015;;-1.8;-;5876
976;09/03/2015;;-1.78;-;5911
976;14/04/2015;;-1.78;-;5947
976;24/07/2015;;-1.93;-;6048
976;09/09/2015;;-1.92;-;6095
976;28/10/2015;;-1.79;-;6144
976;10/12/2015;;-2.1;-;6187
976;01/02/2016;;-1.9;-;6240
976;08/03/2016;;-1.5;-;6276
976;05/05/2016;;-1.71;-;6334
976;07/06/2016;;-1.8;-;6367
976;15/07/2016;;-1.86;-;6405
976;16/11/2016;;-1.74;-;6529
976;27/01/2017;;-1.83;-;6601
976;12/04/2017;;-1.79;-;6676
976;21/07/2017;;-2.03;-;6776
976;08/11/2017;;-1.81;-;6886
976;26/01/2018;;-1.78;-;6965
976;09/04/2018;;-1.63;-;7038
976;16/07/2018;;-1.77;-;7136
976;24/10/2018;;-1.83;-;7236
976;23/01/2019;;-1.78;-;7327
976;08/04/2019;;-1.7;-;7402
976;16/07/2019;;-1.86;-;7501
976;22/10/2019;;-1.87;-;7599
976;30/01/2020;;-1.79;-;7699
976;08/04/2020;;-1.79;-;7768
976;16/07/2020;;-1.93;-;7867
976;29/10/2020;;-1.83;-;7972
976;22/01/2021;;-1.81;-;8057
976;15/04/2021;;-1.6;-;8140
976;12/07/2021;;-1.78;-;8228
976;28/10/2021;;-1.93;-;8336
977;01/02/2010;;-2.13;-;4049
977;13/05/2010;;-1.8;-;4150
977;20/07/2010;;-2.17;-;4218
977;27/01/2011;;-2.11;-;4409
977;19/04/2011;;-2.07;-;4491
977;14/07/2011;;-2.45;-;4577
977;21/11/2011;;-2.54;-;4707
977;28/02/2012;;-2.6;-;4806
977;04/05/2012;;-2.56;-;4872
977;27/06/2012;;-2.77;-;4926
977;10/07/2012;;-2.85;-;4939
977;04/09/2012;;-2.97;-;4995
977;23/10/2012;;-2.95;-;5044
977;07/11/2012;;-2.65;-;5059
977;17/12/2012;;-2.42;-;5099
977;05/02/2013;;-1.92;-;5149
977;25/02/2013;;-2;-;5169
977;22/04/2013;;-1.75;-;5225
977;24/06/2013;;-2.14;-;5288
977;20/07/2013;;-2.26;-;5314
977;03/09/2013;;-2.4;-;5359
977;30/10/2013;;-2.27;-;5416
977;31/01/2014;;-1.61;-;5509
977;17/04/2014;;-2.02;-;5585
977;24/07/2014;;-2.16;-;5683
977;21/10/2014;;-2.16;-;5772
977;02/02/2015;;-2.05;-;5876
977;25/03/2015;;-2;-;5927
977;14/04/2015;;-2;-;5947
977;16/07/2015;;-2.26;-;6040
977;14/09/2015;;-2.47;-;6100
977;28/10/2015;;-2.45;-;6144
977;14/12/2015;;-2.44;-;6191
977;28/01/2016;;-2.48;-;6236
977;22/03/2016;;-2;-;6290
977;05/05/2016;;-2.1;-;6334
977;23/06/2016;;-1.9;-;6383
977;07/07/2016;;-2.1;-;6397
977;16/11/2016;;-2.23;-;6529
977;26/01/2017;;-2.19;-;6600
977;12/04/2017;;-2.16;-;6676
977;14/07/2017;;-2.6;-;6769
977;08/11/2017;;-2.74;-;6886
977;25/01/2018;;-2.55;-;6964
977;09/04/2018;;-2.16;-;7038
977;19/07/2018;;-2.64;-;7139
977;24/10/2018;;-2.68;-;7236
977;24/01/2019;;-2.5;-;7328
977;08/04/2019;;;N.R.;7402
977;18/07/2019;;-2.67;-;7503
977;22/10/2019;;-2.7;-;7599
977;23/01/2020;;-2.23;-;7692
977;08/04/2020;;-2.28;-;7768
977;09/07/2020;;-2.66;-;7860
977;29/10/2020;;-2.73;-;7972
977;28/01/2021;;-2.46;-;8063
977;15/04/2021;;-2.4;-;8140
977;08/07/2021;;-2.54;-;8224
977;28/10/2021;;-2.73;-;8336
978;01/02/2010;;-3.1;-;4049
978;13/05/2010;;-2.45;-;4150
978;21/07/2010;;-2.5;-;4219
978;26/01/2011;;-2.4;-;4408
978;26/04/2011;;-2.47;-;4498
978;12/07/2011;;-2.77;-;4575
978;24/11/2011;;-3.09;-;4710
978;27/02/2012;;-3.22;-;4805
978;30/04/2012;;-3.18;-;4868
978;27/06/2012;;-3.07;-;4926
978;16/07/2012;;-3.18;-;4945
978;03/09/2012;;-3.33;-;4994
978;23/10/2012;;-3.37;-;5044
978;07/11/2012;;-3.19;-;5059
978;17/12/2012;;-3.09;-;5099
978;06/02/2013;;-2.91;-;5150
978;22/04/2013;;-2.1;-;5225
978;25/06/2013;;-2.3;-;5289
978;24/07/2013;;-2.67;-;5318
978;03/09/2013;;-2.89;-;5359
978;28/10/2013;;-2.83;-;5414
978;30/01/2014;;-2.65;-;5508
978;14/04/2014;;-2.25;-;5582
978;24/07/2014;;-2.64;-;5683
978;21/10/2014;;-2.84;-;5772
978;02/02/2015;;-2.78;-;5876
978;24/03/2015;;;anomalo (-6.7 m);5926
978;29/04/2015;;-2.67;-;5962
978;16/07/2015;;-2.83;-;6040
978;14/09/2015;;-3.03;-;6100
978;19/11/2015;;-3.05;-;6166
978;14/12/2015;;-3.09;-;6191
978;28/01/2016;;-3.15;-;6236
978;22/03/2016;;-2.7;-;6290
978;21/04/2016;;-2.86;-;6320
978;23/06/2016;;-2.6;-;6383
978;07/07/2016;;-2.7;-;6397
978;27/10/2016;;-2.98;-;6509
978;26/01/2017;;-2.96;-;6600
978;13/04/2017;;-2.98;-;6677
978;14/07/2017;;-3.2;-;6769
978;26/10/2017;;-3.44;-;6873
978;25/01/2018;;-3.29;-;6964
978;19/04/2018;;-2.97;-;7048
978;19/07/2018;;-3.1;-;7139
978;08/11/2018;;-3.16;-;7251
978;24/01/2019;;-3.28;-;7328
978;18/04/2019;;-3.35;-;7412
978;18/07/2019;;-3.21;-;7503
978;07/11/2019;;-3.46;-;7615
978;23/01/2020;;-2.99;-;7692
978;09/04/2020;;-3.07;-;7769
978;09/07/2020;;-3.29;-;7860
978;05/11/2020;;-3.46;-;7979
978;28/01/2021;;;N.R.;8063
978;08/04/2021;;-3.25;-;8133
978;08/07/2021;;-3.06;-;8224
978;21/10/2021;;-3.12;-;8329
979;01/02/2010;;-1.7;-;4049
979;18/05/2010;;-1.55;-;4155
979;22/07/2010;;-2.1;-;4220
979;26/01/2011;;-1.52;-;4408
979;26/04/2011;;-1.76;-;4498
979;14/07/2011;;-2.24;-;4577
979;22/11/2011;;-1.98;-;4708
979;27/02/2012;;-2;-;4805
979;03/05/2012;;-1.9;-;4871
979;27/06/2012;;-2.17;-;4926
979;12/07/2012;;-2.32;-;4941
979;03/09/2012;;-2.33;-;4994
979;22/10/2012;;-2.09;-;5043
979;06/11/2012;;-1.71;-;5058
979;17/12/2012;;-1.42;-;5099
979;07/02/2013;;-1.28;-;5151
979;25/02/2013;;-1.5;-;5169
979;22/04/2013;;-1;-;5225
979;24/06/2013;;-1.8;-;5288
979;25/07/2013;;-1.89;-;5319
979;02/09/2013;;-2;-;5358
979;29/10/2013;;-1.75;-;5415
979;30/01/2014;;-1.22;-;5508
979;14/04/2014;;-1.57;-;5582
979;24/07/2014;;-1.94;-;5683
979;21/10/2014;;-1.74;-;5772
979;02/02/2015;;-1.67;-;5876
979;29/04/2015;;-1.7;-;5962
979;16/07/2015;;-2.1;-;6040
979;12/11/2015;;-1.99;-;6159
979;28/01/2016;;-1.93;-;6236
979;14/04/2016;;-1.74;-;6313
979;07/07/2016;;-1.75;-;6397
979;10/11/2016;;-1.9;-;6523
979;26/01/2017;;-1.85;-;6600
979;03/05/2017;;-1.85;-;6697
979;21/07/2017;;-2.26;-;6776
979;06/11/2017;;-2.28;-;6884
979;25/01/2018;;-1.96;-;6964
979;19/04/2018;;-1.71;-;7048
979;19/07/2018;;-2;-;7139
979;22/10/2018;;-2.14;-;7234
979;24/01/2019;;-1.87;-;7328
979;18/04/2019;;-1.9;-;7412
979;18/07/2019;;-2.04;-;7503
979;21/10/2019;;-1.66;-;7598
979;23/01/2020;;-1.53;-;7692
979;16/04/2020;;-1.77;-;7776
979;09/07/2020;;-1.97;-;7860
979;22/10/2020;;-1.86;-;7965
979;28/01/2021;;-1.5;-;8063
979;08/04/2021;;-1.79;-;8133
979;08/07/2021;;-1.94;-;8224
979;21/10/2021;;-2.06;-;8329
980;02/02/2010;;-1.52;-;4050
980;18/05/2010;;-1.32;-;4155
980;21/07/2010;;-1.63;-;4219
980;31/01/2011;;-1.43;-;4413
980;26/04/2011;;-1.54;-;4498
980;14/07/2011;;-1.9;-;4577
980;22/11/2011;;-1.9;-;4708
980;27/02/2012;;-1.92;-;4805
980;03/05/2012;;-1.72;-;4871
980;27/06/2012;;-1.78;-;4926
980;12/07/2012;;-1.9;-;4941
980;03/09/2012;;-2.12;-;4994
980;22/10/2012;;-1.85;-;5043
980;06/11/2012;;-1.5;-;5058
980;17/12/2012;;-1.39;-;5099
980;08/02/2013;;-1.25;-;5152
980;25/02/2013;;-1.38;-;5169
980;22/04/2013;;-1.3;-;5225
980;24/06/2013;;-1.45;-;5288
980;25/07/2013;;-1.55;-;5319
980;02/09/2013;;-1.75;-;5358
980;29/10/2013;;-1.54;-;5415
980;30/01/2014;;-1.28;-;5508
980;14/04/2014;;-1.39;-;5582
980;24/07/2014;;-1.61;-;5683
980;21/10/2014;;-1.58;-;5772
980;02/02/2015;;-1.53;-;5876
980;28/04/2015;;-1.56;-;5961
980;16/07/2015;;-1.8;-;6040
980;12/11/2015;;-1.9;-;6159
980;28/01/2016;;-1.85;-;6236
980;14/04/2016;;-1.52;-;6313
980;07/07/2016;;-1.5;-;6397
980;10/11/2016;;-1.7;-;6523
980;26/01/2017;;-1.7;-;6600
980;03/05/2017;;-1.58;-;6697
980;14/07/2017;;-1.89;-;6769
980;06/11/2017;;-2.04;-;6884
980;25/01/2018;;-1.85;-;6964
980;19/04/2018;;-1.56;-;7048
980;19/07/2018;;-1.79;-;7139
980;22/10/2018;;-1.75;-;7234
980;24/01/2019;;-1.66;-;7328
980;18/04/2019;;-1.7;-;7412
980;18/07/2019;;-1.69;-;7503
980;21/10/2019;;-1.62;-;7598
980;23/01/2020;;-1.48;-;7692
980;16/04/2020;;-1.6;-;7776
980;09/07/2020;;-1.86;-;7860
980;22/10/2020;;-1.83;-;7965
980;28/01/2021;;-1.47;-;8063
980;08/04/2021;;-1.65;-;8133
980;08/07/2021;;-1.67;-;8224
980;21/10/2021;;-1.9;-;8329
981;01/02/2010;;-1.27;-;4049
981;13/05/2010;;-0.86;-;4150
981;20/07/2010;;-1.64;-;4218
981;27/01/2011;;-1.27;-;4409
981;19/04/2011;;-1.43;-;4491
981;14/07/2011;;-1.85;-;4577
981;21/11/2011;;-1.77;-;4707
981;28/02/2012;;-1.93;-;4806
981;04/05/2012;;-1.84;-;4872
981;19/06/2012;;-1.99;-;4918
981;10/07/2012;;-2.27;-;4939
981;28/08/2012;;-2.52;-;4988
981;16/10/2012;;-2.05;-;5037
981;08/11/2012;;-1.39;-;5060
981;11/12/2012;;-1.25;-;5093
981;05/02/2013;;-0.74;-;5149
981;19/02/2013;;-0.85;-;5163
981;16/04/2013;;-1.04;-;5219
981;18/06/2013;;-1.46;-;5282
981;26/07/2013;;-1.8;-;5320
981;27/08/2013;;-1.62;-;5352
981;30/10/2013;;-1.38;-;5416
981;31/01/2014;;-0.6;-;5509
981;17/04/2014;;-1.43;-;5585
981;22/07/2014;;-1.6;-;5681
981;11/11/2014;;-1.4;-;5793
981;02/02/2015;;-1.22;-;5876
981;10/03/2015;;-1.28;-;5912
981;14/04/2015;;-1.3;-;5947
981;24/07/2015;;-1.78;-;6048
981;17/09/2015;;-1.96;-;6103
981;28/10/2015;;-1.36;-;6144
981;15/12/2015;;-1.47;-;6192
981;01/02/2016;;-1.38;-;6240
981;09/03/2016;;-0.6;-;6277
981;05/05/2016;;-1.25;-;6334
981;08/06/2016;;-1.1;-;6368
981;15/07/2016;;-1.48;-;6405
981;16/11/2016;;-1.36;-;6529
981;27/01/2017;;-1.4;-;6601
981;12/04/2017;;-1.5;-;6676
981;21/07/2017;;-1.97;-;6776
981;24/10/2017;;;N.R.;6871
981;26/01/2018;;-1.39;-;6965
981;09/04/2018;;-1.13;-;7038
981;16/07/2018;;-1.71;-;7136
981;24/10/2018;;-1.59;-;7236
981;30/01/2019;;-1.42;-;7334
981;08/04/2019;;-1.22;-;7402
981;16/07/2019;;-1.6;-;7501
981;22/10/2019;;-1.65;-;7599
981;30/01/2020;;-0.79;-;7699
981;08/04/2020;;-1.4;-;7768
981;16/07/2020;;-1.81;-;7867
981;29/10/2020;;-1.73;-;7972
981;22/01/2021;;-1.31;-;8057
981;15/04/2021;;-1.1;-;8140
981;12/07/2021;;-1.5;-;8228
981;28/10/2021;;-1.9;-;8336
1029;21/06/2012;;-2.01;-;4920
1029;30/08/2012;;-1.62;-;4990
1029;18/10/2012;;-2.27;-;5039
1029;20/12/2012;;-1.8;-;5102
1029;21/02/2013;;-1.83;-;5165
1029;18/04/2013;;-2.1;-;5221
1029;20/06/2013;;-1.94;-;5284
1029;29/08/2013;;-1.67;-;5354
1029;16/03/2015;;-1.87;-;5918
1029;23/09/2015;;-2.45;-;6109
1029;02/12/2015;;-2.3;-;6179
1029;10/03/2016;;-1.61;-;6278
1029;09/06/2016;;-1.5;-;6369
1029;05/05/2021;;-1.28;-;8160
1029;01/12/2021;;-2;-;8370
1030;21/06/2012;;-1.36;-;4920
1030;30/08/2012;;-1.9;-;4990
1030;18/10/2012;;-1.55;-;5039
1030;20/12/2012;;-0.9;-;5102
1030;21/02/2013;;-0.95;-;5165
1030;18/04/2013;;-1.1;-;5221
1030;20/06/2013;;-1.12;-;5284
1030;29/08/2013;;-1.1;-;5354
1030;17/03/2015;;-1.17;-;5919
1030;08/09/2015;;-1.66;-;6094
1030;01/12/2015;;-1.51;-;6178
1030;01/03/2016;;-0.6;-;6269
1030;16/06/2016;;-0.6;-;6376
1030;05/05/2021;;-1.19;-;8160
1030;25/11/2021;;-1.48;-;8364
1031;21/06/2012;;-6.36;-;4920
1031;30/08/2012;;-7.07;-;4990
1031;18/10/2012;;-6.98;-;5039
1031;20/12/2012;;-6.34;-;5102
1031;21/02/2013;;-6.1;-;5165
1031;18/04/2013;;-4.65;-;5221
1031;20/06/2013;;-4.42;-;5284
1031;29/08/2013;;-5.74;-;5354
1031;17/03/2015;;-5.7;-;5919
1031;08/09/2015;;-6.5;-;6094
1031;01/12/2015;;-6.65;-;6178
1031;01/03/2016;;-6.55;-;6269
1031;16/06/2016;;-5.48;-;6376
1031;03/05/2021;;-6;-;8158
1031;25/11/2021;;-6.5;-;8364
1032;21/06/2012;;-2.03;-;4920
1032;03/09/2012;;-2.38;-;4994
1032;18/10/2012;;-1.93;-;5039
1032;20/12/2012;;-1.5;-;5102
1032;21/02/2013;;-1.6;-;5165
1032;18/04/2013;;-1.6;-;5221
1032;20/06/2013;;-1.82;-;5284
1032;29/08/2013;;-1.9;-;5354
1032;16/03/2015;;-2;-;5918
1032;23/09/2015;;-2.43;-;6109
1032;02/12/2015;;-2.3;-;6179
1032;02/03/2016;;-1.16;-;6270
1032;09/06/2016;;-1.5;-;6369
1032;05/05/2021;;-1.88;-;8160
1032;03/11/2021;;-2.29;-;8342
1033;18/06/2012;;-2.3;-;4917
1033;27/08/2012;;-2.45;-;4987
1033;15/10/2012;;-2.42;-;5036
1033;10/12/2012;;-2.12;-;5092
1033;18/02/2013;;-1.99;-;5162
1033;15/04/2013;;-1.93;-;5218
1033;19/06/2013;;-2.02;-;5283
1033;26/08/2013;;-2.17;-;5351
1033;09/05/2019;;-1.95;-;7433
1033;05/11/2019;;-2.18;-;7613
1033;03/05/2021;;-2.11;-;8158
1033;29/11/2021;;-2.24;-;8368
1034;18/06/2012;;-2.4;-;4917
1034;27/08/2012;;-2.63;-;4987
1034;15/10/2012;;-2.56;-;5036
1034;10/12/2012;;-2.13;-;5092
1034;18/02/2013;;-1.87;-;5162
